729929,03/10/2018,03,ATE-VITARTE,1,CASA,0,P9500,BT5,0021,-12.06206466,-76.99702606,,,Santa Anita,,,03/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,30,32,30,29,29,31,31,32,29,30,32,30,30,32,30,29,28,32,30,32,29,31,32,539.5,624.7,645.6,542,711.3,831.1,709.7,411.8,874,669.8,159.9,80.3,258.2,243.5,281.7,280.7,303.1,245.9,280.7,280.7,244.2,202.7,214.9,207.9
1067349,03/10/2018,03,ATE-VITARTE,7,BODEGAS,1,G5211,BT5,0021,-12.04820357,-76.88430682,,,Santa Anita,,,03/10/2018,0,N,N,N,N,N,N,*,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,31,29,31,32,29,29,33,29,30,31,30,30,32,30,30,32,29,28,33,29,30,31,31,32,147.9,137.5,171.8,182.5,178.7,187.9,183,368.5,159.2,165.2,151.8,139.7,358.9,278.9,303.7,319.3,311.7,320,379,278.8,321.3,236.2,260,337.2
1329121,03/10/2018,12,LA MOLINA,1,CASA,0,P9500,BT5,0021,-12.11250521,-76.94530545,,,Santa Anita,,,03/10/2018,0,N,N,N,N,N,*,*,*,*,*,*,U,N,*,*,*,*,*,N,N,*,*,*,*,29,33,29,30,31,29,31,31,30,29,32,30,30,32,29,33,29,28,31,31,30,29,33,30,130.4,152.1,138.4,202.7,309.8,173,185,185,179,173,191,0,2577.7,341,309,351,309,298,1828.9,303.9,300,290,330,300
984516,04/10/2018,12,LA MOLINA,1,CASA,0,P9500,BT5,0021,-12.06527933,-76.93851195,,,Santa Anita,,,04/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,33,29,32,29,29,31,31,30,29,32,30,32,30,29,33,29,28,33,29,30,29,33,30,650.5,727.1,353.2,382.9,464.8,529.2,449.4,309.6,339,326.6,340.9,357.5,357.9,610.9,582.1,705.8,759.1,692.4,548,547.2,657.6,586.8,692.8,681.4
428196,04/10/2018,12,LA MOLINA,1,CASA,0,P9500,BT5,0021,-12.07792174,-76.90492886,,,Santa Anita,,,04/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,*,N,N,N,N,N,N,N,N,N,N,N,31,31,29,32,29,29,32,30,30,31,39,21,32,30,29,33,29,28,33,29,30,31,31,32,151,138,150,124,112,110,188,148,160,114,106,1113.2,320,1528.7,648.9,795.1,672.1,888.3,1029.8,687.8,916,1251.1,1159.1,1045.6
1298319,04/10/2018,19,PACHACAMAC,19,OTROS COMERCIOS,1,K7430,BT5,0021,-12.08399747,-76.87831959,,,Santa Anita,,,04/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,33,29,30,31,29,30,32,30,29,32,30,30,32,30,32,29,28,31,31,30,29,33,30,80.3,86.2,78,80.1,78.5,130.2,156.3,169.6,139.8,136.7,136.9,114.4,111.2,122.7,117.1,109,96,102,117.1,94.9,105.4,113.6,120.1,103.4
1521932,18/10/2018,34,SURQUILLO,2,DEPARTAMENTO,0,P9500,BT5,0021,-12.11729198,-77.00381327,,,Chacarilla,,,18/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,33,29,30,31,29,30,32,30,29,32,30,30,32,30,32,29,28,31,31,30,29,33,30,489,472.7,420.6,268.2,179.4,193.4,240.5,276.5,303.3,355.1,443.6,473.6,388,215.3,0,0,185.9,375.5,429.8,436.8,676,503.2,590.6,569.6
102761,14/09/2018,04,BARRANCO,1,CASA,0,P9500,BT5,0021,-12.13829780,-77.02115873,,,Chorrillos,,,14/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,30,29,33,29,29,31,31,32,29,30,41,21,30,31,31,29,28,32,30,32,29,31,32,381.4,302.8,225.2,222.7,185.7,98.4,11.8,0,0,0,0.1,0,228.5,420.2,318.9,282.7,314.4,367.3,567.2,497.8,552.2,546.4,538.8,641.1
397258,19/10/2018,33,SANTIAGO DE SURCO,1,CASA,0,P9500,BT5,0021,-12.14541865,-76.99233032,,,Chorrillos,,,19/10/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,30,32,30,29,32,31,29,32,29,33,29,29,29,33,30,29,32,30,32,30,29,33,29,377.6,403.7,426.5,381.3,355.4,226.7,22.7,294.9,344.4,332,372.6,343.3,73.6,0,0,0,0,0,0,0,0,0,0,0
104357,14/09/2018,09,CHORRILLOS,1,CASA,0,P9500,BT5,0021,-12.16922214,-77.03022582,,,Chorrillos,,,14/09/2018,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29,30,32,30,29,29,31,31,32,29,30,32,30,47,15,30,29,28,32,30,32,29,31,32,70.4,60.7,70,64.1,69.8,74.2,72.9,71.2,68,62.3,76.7,73.6,66.4,65.9,80,140.5,135.5,121.5,132.5,138.4,147,159.2,198.5,203.3
